Name_x,NameASCII,Pro,FangraphsId,PTS,PTS/G,VORP,isRP,EspnId,TJ,Level,Yrs,Cost,Note,contractType,EspnId_y,Name_y,Espn_proj,C,1B,2B,3B,SS,OF,Util,SP,RP,P,DefaultPos,PosStr,Projected $
Daniel Palencia,Daniel Palencia,CHC,27914,77.07,3.2,-261.32800000000003,True,4875225,FA,,,,,,4875225,Daniel Palencia,53.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Génesis Cabrera,Genesis Cabrera,NYM,17490,77.02,2.26,-261.37800000000004,True,41061,FA,,,,,,41061,Genesis Cabrera,109.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tyler Gilbert,Tyler Gilbert,CHW,17964,76.95,2.39,-261.44800000000004,True,40559,FA,,,,,,40559,Tyler Gilbert,75.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jairo Iriarte,Jairo Iriarte,CHW,26907,76.78,3.54,-261.61800000000005,True,5185140,FA,,,,,,5185140,Jairo Iriarte,60.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Colin Selby,Colin Selby,BAL,24986,76.36,2.64,-262.038,True,5116841,FA,,,,,,5116841,Colin Selby,67.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Giovanny Gallegos,Giovanny Gallegos,LAD,14986,75.92,2.73,-262.478,True,36050,FA,,,,,,36050,Giovanny Gallegos,100.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Drew Thorpe,Drew Thorpe,CHW,31967,188.19,11.38,-137.74899999999997,False,4629086,Cheating Raiders,AA,U,$-,,AA,4629086,Drew Thorpe,210.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Nick Robertson,Nick Robertson,TOR,26226,75.3,2.45,-263.098,True,4311413,FA,,,,,,4311413,Nick Robertson,51.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Alek Jacob,Alek Jacob,SDP,29628,75.25,2.74,-263.148,True,4346118,FA,,,,,,4346118,Alek Jacob,59.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Logan VanWey,Logan VanWey,HOU,sa3019956,75.06,2.39,-263.338,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Jake Diekman,Jake Diekman,ATL,5003,75.01,2.46,-263.38800000000003,True,32178,FA,,,,,,32178,Jake Diekman,93.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Trevor Stephan,Trevor Stephan,CLE,19932,74.51,2.89,-263.88800000000003,True,41003,FA,,,,,,41003,Trevor Stephan,109.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Justin Wrobleski,Justin Wrobleski,LAD,31204,74.28,3.22,-264.11800000000005,True,4417203,FA,,,,,,4417203,Justin Wrobleski,150.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Anthony Maldonado,Anthony Maldonado,ATH,26034,73.52,2.8,-264.87800000000004,True,4228651,FA,,,,,,4228651,Anthony Maldonado,53.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Mike Vasil,Mike Vasil,TBR,sa3017915,73.46,2.48,-264.93800000000005,True,4414551,FA,,,,,,4414551,Mike Vasil,35.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
James Karinchak,James Karinchak,CHW,20151,73.42,2.91,-264.978,True,40715,FA,,,,,,40715,James Karinchak,126.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Dauri Moreta,Dauri Moreta,PIT,21101,73.14,2.7,-265.25800000000004,True,41874,FA,,,,,,41874,Dauri Moreta,77.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Eduard Bazardo,Eduard Bazardo,SEA,20997,72.22,2.99,-266.178,True,41939,FA,,,,,,41939,Eduard Bazardo,90.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Miguel Castro,Miguel Castro,HOU,15684,71.56,2.63,-266.838,True,33820,FA,,,,,,33820,Miguel Castro,69.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Luis Contreras,Luis Contreras,HOU,25839,71.26,2.64,-267.13800000000003,True,5015727,FA,,,,,,5015727,Luis Contreras,49.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Kyle Nelson,Kyle Nelson,ARI,20515,71.24,2.54,-267.158,True,42012,FA,,,,,,42012,Kyle Nelson,78.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jaden Hill,Jaden Hill,COL,30250,71.18,2.28,-267.218,True,4414362,FA,,,,,,4414362,Jaden Hill,81.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Shawn Dubin,Shawn Dubin,HOU,24977,71.17,2.74,-267.228,True,42540,FA,,,,,,42540,Shawn Dubin,121.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Yoendrys Gómez,Yoendrys Gomez,NYY,22872,70.67,3.23,-267.728,True,42898,FA,,,,,,42898,Yoendrys Gomez,43.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Tyler Phillips,Tyler Phillips,PHI,20629,70.48,3.14,-267.918,True,41247,FA,,,,,,41247,Tyler Phillips,11.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Steven Cruz,Steven Cruz,KCR,23165,70.03,2.45,-268.36800000000005,True,5002931,FA,,,,,,5002931,Steven Cruz,52.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Nick Anderson,Nick Anderson,STL,18337,69.85,2.91,-268.548,True,38102,FA,,,,,,38102,Nick Anderson,94.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Cooper Criswell,Cooper Criswell,BOS,24975,69.83,3.76,-268.56800000000004,True,4326801,FA,,,,,,4326801,Cooper Criswell,107.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Prelander Berroa,Prelander Berroa,CHW,22932,69.74,3.64,-268.658,True,42241,FA,,,,,,42241,Prelander Berroa,54.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jonah Heim,Jonah Heim,TEX,16930,246.0,2.42,-173.89999999999998,False,33842,FA,MLB,1,$1.00,,contract,33842,Jonah Heim,306.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Josh Rojas,Josh Rojas,CHW,19734,246.0,2.56,-173.89999999999998,False,40718,FA,,,,,,40718,Josh Rojas,345.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Luis Guerrero,Luis Guerrero,BOS,31184,69.52,2.68,-268.87800000000004,True,5132025,FA,,,,,,5132025,Luis Guerrero,False,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Bennett Sousa,Bennett Sousa,HOU,21345,69.22,2.54,-269.178,True,41776,FA,,,,,,41776,Bennett Sousa,37.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Dillon Tate,Dillon Tate,TOR,17796,68.96,2.29,-269.43800000000005,True,34950,FA,,,,,,34950,Dillon Tate,117.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Nic Enright,Nic Enright,CLE,sa3010299,68.95,2.6,-269.44800000000004,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Mason Thompson,Mason Thompson,WSN,21850,68.86,2.4,-269.538,True,4705678,FA,,,,,,4705678,Mason Thompson,50.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Gordon Graceffo,Gordon Graceffo,STL,29519,68.74,3.44,-269.658,True,5123582,FA,,,,,,5123582,Gordon Graceffo,33.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Trevor McDonald,Trevor McDonald,SFG,26448,68.54,2.74,-269.858,True,5185136,FA,,,,,,5185136,Trevor McDonald,34.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Scott Blewett,Scott Blewett,MIN,16427,68.11,3.11,-270.288,True,33816,FA,,,,,,33816,Scott Blewett,49.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ben Casparius,Ben Casparius,LAD,30085,68.07,3.59,-270.32800000000003,True,4326800,FA,,,,,,4326800,Ben Casparius,38.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Connor Gillispie,Connor Gillispie,MIA,26171,67.89,2.82,-270.50800000000004,True,5201596,FA,,,,,,5201596,Connor Gillispie,40.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
John McMillon,John McMillon,PHI,27942,67.82,3.05,-270.57800000000003,True,5158434,FA,,,,,,5158434,John McMillon,33.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Andrew Misiaszek,Andrew Misiaszek,CLE,sa3010118,67.7,2.63,-270.69800000000004,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Brandon Young,Brandon Young,BAL,sa3014926,67.37,3.0,-271.028,True,4414339,FA,,,,,,4414339,Brandon Young,61.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Scott Effross,Scott Effross,NYY,18384,67.32,2.79,-271.07800000000003,True,40622,FA,,,,,,40622,Scott Effross,124.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Eiberson Castellano,Eiberson Castellano,MIN,sa3015414,67.25,2.67,-271.148,True,5259072,FA,,,,,,5259072,Eiberson Castellano,33.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Richard Lovelady,Richard Lovelady,TOR,19337,66.95,2.85,-271.44800000000004,True,39856,FA,,,,,,39856,Richard Lovelady,105.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Andy Pages,Andy Pages,LAD,24816,244.0,2.97,-175.89999999999998,False,42468,Orlando Renegades,AA,U,$-,,AA,42468,Andy Pages,215.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Colson Montgomery,Colson Montgomery,CHW,sa3017170,244.0,2.42,-175.89999999999998,False,4872685,Cheating Raiders,AA,U,$-,,AA,4872685,Colson Montgomery,225.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Michael Petersen,Michael Petersen,LAA,20827,66.21,2.61,-272.18800000000005,True,41824,FA,,,,,,41824,Michael Petersen,55.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Michael Mercado,Michael Mercado,PHI,23223,65.53,2.94,-272.86800000000005,True,40999,FA,,,,,,40999,Michael Mercado,30.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Blake Walston,Blake Walston,ARI,26270,64.78,3.12,-273.61800000000005,True,42442,FA,,,,,,42442,Blake Walston,43.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Jesse Chavez,Jesse Chavez,TEX,5448,64.63,2.52,-273.76800000000003,True,29220,FA,,,,,,29220,Jesse Chavez,135.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Carson Whisenhunt,Carson Whisenhunt,SFG,sa3020529,64.22,4.58,-274.178,True,4626232,Midtown Jaguars,AA,U,$-,,AA,4626232,Carson Whisenhunt,34.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Kevin Herget,Kevin Herget,NYM,15369,63.5,2.64,-274.898,True,38314,FA,,,,,,38314,Kevin Herget,75.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Joey Bart,Joey Bart,PIT,21524,242.0,2.51,-177.89999999999998,False,41168,Ryno World,MLB,2,$1.00,,contract,41168,Joey Bart,261.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Zach Agnos,Zach Agnos,COL,sa3020560,63.42,2.64,-274.978,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Max Kranick,Max Kranick,NYM,22175,63.01,2.29,-275.38800000000003,True,4684369,FA,,,,,,4684369,Max Kranick,46.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jordan Weems,Jordan Weems,ATL,13190,62.85,2.26,-275.548,True,40039,FA,,,,,,40039,Jordan Weems,86.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Sean Reid-Foley,Sean Reid-Foley,NYM,17034,62.55,2.58,-275.848,True,33756,FA,,,,,,33756,Sean Reid-Foley,79.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Anthony Misiewicz,Anthony Misiewicz,MIN,18152,62.42,2.49,-275.978,True,37567,FA,,,,,,37567,Anthony Misiewicz,False,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Oswaldo Cabrera,Oswaldo Cabrera,NYY,21707,241.0,2.43,-178.89999999999998,False,40835,FA,,,,,,40835,Oswaldo Cabrera,264.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Endy Rodríguez,Endy Rodriguez,PIT,25332,241.0,2.67,-178.89999999999998,False,4712767,FA,,,,,,4712767,Endy Rodriguez,162.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Bradley Blalock,Bradley Blalock,COL,26419,61.89,3.72,-276.50800000000004,True,4720860,FA,,,,,,4720860,Bradley Blalock,61.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Mike Baumann,Mike Baumann,,20206,61.54,2.84,-276.858,True,40543,FA,,,,,,40543,Mike Baumann,154.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jacob Barnes,Jacob Barnes,TOR,12323,61.5,2.52,-276.898,True,34868,FA,,,,,,34868,Jacob Barnes,139.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Josh Simpson,Josh Simpson,MIA,sa1053035,61.37,2.54,-277.028,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Clayton Beeter,Clayton Beeter,NYY,27494,60.81,2.92,-277.588,True,4313143,FA,,,,,,4313143,Clayton Beeter,71.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Tommy Henry,Tommy Henry,ARI,26285,60.81,2.94,-277.588,True,4423337,FA,,,,,,4423337,Tommy Henry,66.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Sam Bachman,Sam Bachman,LAA,29754,60.56,2.77,-277.838,True,4621489,Ryno World,AA,U,$-,,AA,4621489,Sam Bachman,False,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Tom Cosgrove,Tom Cosgrove,SDP,23443,60.56,2.04,-277.838,True,4990459,FA,,,,,,4990459,Tom Cosgrove,78.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Pavin Smith,Pavin Smith,ARI,19892,240.0,2.68,-179.89999999999998,False,40767,FA,,,,,,40767,Pavin Smith,191.0,False,True,False,False,False,True,True,False,False,False,OF,OF/1B,0.0
Seth Brown,Seth Brown,ATH,18171,240.0,2.7,-179.89999999999998,False,35676,FA,,,,,,35676,Seth Brown,311.0,False,True,False,False,False,True,True,False,False,False,OF,OF/1B,0.0
Luarbert Arias,Luarbert Arias,MIA,sa3007599,60.1,2.37,-278.298,True,5196880,FA,,,,,,5196880,Luarbert Arias,82.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Josh Staumont,Josh Staumont,CIN,18335,60.06,2.92,-278.338,True,36175,FA,,,,,,36175,Josh Staumont,76.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Noah Murdock,Noah Murdock,ATH,sa919012,60.02,2.04,-278.37800000000004,True,4228299,FA,,,,,,4228299,Noah Murdock,89.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Luis González,Luis Gonzalez,BAL,sa550522,59.83,2.27,-278.56800000000004,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Grant Anderson,Grant Anderson,MIL,20546,59.54,2.56,-278.858,True,42161,FA,,,,,,42161,Grant Anderson,79.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Cody Poteet,Cody Poteet,CHC,18769,59.49,3.56,-278.908,True,4728692,FA,,,,,,4728692,Cody Poteet,106.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Tanner Gordon,Tanner Gordon,COL,27669,58.88,2.53,-279.51800000000003,True,4415658,FA,,,,,,4415658,Tanner Gordon,66.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Jacob Lopez,Jacob Lopez,ATH,25098,58.6,3.07,-279.798,True,42239,FA,,,,,,42239,Jacob Lopez,47.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Zach Maxwell,Zach Maxwell,CIN,sa3020255,58.53,2.54,-279.86800000000005,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Ethan Roberts,Ethan Roberts,CHC,24930,58.51,2.35,-279.88800000000003,True,3963340,FA,,,,,,3963340,Ethan Roberts,71.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jackson Rutledge,Jackson Rutledge,WSN,26215,58.38,2.96,-280.01800000000003,True,42434,FA,,,,,,42434,Jackson Rutledge,38.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Will Smith,Will Smith,,8048,58.25,2.38,-280.148,True,31549,FA,MLB,1,$1.00,,contract,31549,Will Smith,115.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Will Smith,Will Smith,,8048,58.25,2.38,-280.148,True,38309,FA,MLB,1,$1.00,,contract,38309,Will Smith,443.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Jack Dreyer,Jack Dreyer,LAD,sa3018789,58.12,2.51,-280.278,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Trevor Richards,Trevor Richards,CHC,19309,57.98,2.6,-280.418,True,39912,FA,,,,,,39912,Trevor Richards,144.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Cole Sulser,Cole Sulser,TBR,15256,57.91,2.8,-280.48800000000006,True,37825,FA,,,,,,37825,Cole Sulser,60.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Roansy Contreras,Roansy Contreras,BAL,22810,57.71,2.75,-280.68800000000005,True,40967,Country Strong,AAA,1,$1.00,,contract,40967,Roansy Contreras,140.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ian Anderson,Ian Anderson,ATL,19951,178.47,9.31,-147.46899999999997,False,40916,Detroit Nittany Tide,MLB,1,60%,²,arb2,40916,Ian Anderson,104.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Chad Patrick,Chad Patrick,MIL,sa3017933,56.59,2.37,-281.808,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Josh Walker,Josh Walker,TOR,23617,56.42,2.44,-281.978,True,4917841,FA,,,,,,4917841,Josh Walker,51.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Hunter Stratton,Hunter Stratton,PIT,23455,56.0,2.68,-282.398,True,4987652,FA,,,,,,4987652,Hunter Stratton,88.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Kyle Stowers,Kyle Stowers,MIA,26151,237.0,2.39,-182.9,False,42796,FA,,,,,,42796,Kyle Stowers,351.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Wenceel Pérez,Wenceel Perez,DET,22857,237.0,2.81,-182.9,False,41586,FA,,,,,,41586,Wenceel Perez,274.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Brusdar Graterol,Brusdar Graterol,LAD,20367,55.69,2.83,-282.708,True,40965,FA,,,,,,40965,Brusdar Graterol,62.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tyler Matzek,Tyler Matzek,NYY,10058,55.26,2.14,-283.13800000000003,True,31264,FA,,,,,,31264,Tyler Matzek,70.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Gerson Garabito,Gerson Garabito,TEX,19835,54.45,2.37,-283.94800000000004,True,42966,FA,,,,,,42966,Gerson Garabito,70.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Steven Okert,Steven Okert,HOU,13580,54.42,2.46,-283.978,True,33716,FA,,,,,,33716,Steven Okert,98.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ross Stripling,Ross Stripling,KCR,13273,54.41,3.78,-283.98800000000006,True,32789,FA,,,,,,32789,Ross Stripling,71.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Cody Bolton,Cody Bolton,SEA,23265,54.41,2.22,-283.98800000000006,True,41407,FA,,,,,,41407,Cody Bolton,53.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Mason Fluharty,Mason Fluharty,TOR,sa3020261,54.4,2.42,-283.99800000000005,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Noah Cameron,Noah Cameron,KCR,sa3018097,54.39,3.07,-284.00800000000004,True,4417208,FA,,,,,,4417208,Noah Cameron,46.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Franco Aleman,Franco Aleman,CLE,sa3018178,54.36,2.79,-284.038,True,4719319,FA,,,,,,4719319,Franco Aleman,False,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Evan Justice,Evan Justice,COL,30008,54.29,1.74,-284.108,True,4345849,FA,,,,,,4345849,Evan Justice,17.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Peter Strzelecki,Peter Strzelecki,PIT,21367,54.23,2.3,-284.168,True,4012625,FA,,,,,,4012625,Peter Strzelecki,75.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Sean Murphy,Sean Murphy,ATL,19352,236.0,2.76,-183.9,False,33557,Orlando Renegades,MLB,1,80%,³,arb3,33557,Sean Murphy,323.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Evan Sisk,Evan Sisk,KCR,sa3007612,53.86,2.58,-284.538,True,3994084,FA,,,,,,3994084,Evan Sisk,99.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Orlando Ribalta,Orlando Ribalta,WSN,26247,53.75,2.02,-284.648,True,5132036,FA,,,,,,5132036,Orlando Ribalta,41.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Brooks Raley,Brooks Raley,,10061,53.16,2.72,-285.23800000000006,True,32005,FA,,,,,,32005,Brooks Raley,61.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jonathan Bowlan,Jonathan Bowlan,KCR,24607,53.15,2.55,-285.24800000000005,True,41344,FA,,,,,,41344,Jonathan Bowlan,36.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Ty Madden,Ty Madden,DET,30140,53.11,2.84,-285.288,True,4414347,Cheating Raiders,AA,U,$-,,AA,4414347,Ty Madden,58.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Yunior Marte,Yunior Marte,,14416,52.27,2.23,-286.12800000000004,True,40419,FA,,,,,,40419,Yunior Marte,66.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Diego Castillo,Diego Castillo,COL,17496,51.89,2.16,-286.50800000000004,True,40494,FA,,,,,,40494,Diego Castillo,False,False,False,False,True,True,False,True,False,False,False,3B,3B/SS,0.0
Diego Castillo,Diego Castillo,COL,17496,51.89,2.16,-286.50800000000004,True,39103,FA,,,,,,39103,Diego Castillo,58.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
J.P. France,J.P. France,HOU,21212,51.88,3.98,-286.51800000000003,True,3662290,FA,,,,,,3662290,J.P. France,123.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
JT Chargois,JT Chargois,TEX,13767,51.87,2.44,-286.528,True,34854,FA,,,,,,34854,JT Chargois,92.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Shintaro Fujinami,Shintaro Fujinami,SEA,31839,51.83,2.7,-286.56800000000004,True,4142398,FA,,,,,,4142398,Shintaro Fujinami,89.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
John Rooney,John Rooney,MIA,sa3008417,51.68,2.07,-286.718,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Austin Adams,Austin Adams,BOS,13801,51.66,2.17,-286.73800000000006,True,36046,FA,,,,,,36046,Austin Adams,96.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Cristian Javier,Cristian Javier,HOU,17606,51.42,3.62,-286.978,True,41261,FA,MLB,1,$1.00,,contract,41261,Cristian Javier,151.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Joe Jiménez,Joe Jimenez,ATL,15761,51.37,2.66,-287.028,True,33760,FA,,,,,,33760,Joe Jimenez,99.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jose Miranda,Jose Miranda,MIN,20538,234.0,2.64,-185.9,False,41000,Ryno World,MLB,1,$1.00,@,pre-arb,41000,Jose Miranda,296.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Lenyn Sosa,Lenyn Sosa,CHW,22896,234.0,2.46,-185.9,False,41684,FA,,,,,,41684,Lenyn Sosa,147.0,False,False,True,True,False,False,True,False,False,False,2B,2B/3B,0.0
José Caballero,Jose Caballero,TBR,23401,234.0,2.86,-185.9,False,42135,FA,MLB,1,$1.00,,contract,42135,Jose Caballero,415.0,False,False,True,True,True,False,True,False,False,False,2B,2B/3B/SS,0.0
Brent Honeywell,Brent Honeywell,,16466,51.02,3.11,-287.37800000000004,True,33838,FA,MLB,1,$1.00,,contract,33838,Brent Honeywell,75.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Scott McGough,Scott McGough,ARI,12056,51.01,2.66,-287.38800000000003,True,34834,FA,,,,,,34834,Scott McGough,82.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Devin Sweet,Devin Sweet,PHI,25348,50.78,2.79,-287.61800000000005,True,42851,FA,,,,,,42851,Devin Sweet,82.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tyler Stuart,Tyler Stuart,WSN,sa3020264,50.62,2.56,-287.778,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Deivi García,Deivi Garcia,MIL,20276,50.22,3.15,-288.178,True,41218,FA,,,,,,41218,Deivi Garcia,41.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Carson Ragsdale,Carson Ragsdale,SFG,sa3014922,49.48,2.8,-288.918,True,4218871,FA,,,,,,4218871,Carson Ragsdale,43.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Eric Orze,Eric Orze,TBR,27626,49.24,2.39,-289.158,True,4299966,FA,,,,,,4299966,Eric Orze,55.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Yohan Ramírez,Yohan Ramirez,PIT,19444,48.89,2.26,-289.50800000000004,True,41893,FA,,,,,,41893,Yohan Ramirez,89.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ryan Loutos,Ryan Loutos,STL,29521,48.28,2.14,-290.11800000000005,True,5124252,FA,,,,,,5124252,Ryan Loutos,35.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Connor Phillips,Connor Phillips,CIN,27649,48.28,2.51,-290.11800000000005,True,4918160,Structure Fire,AA,U,$-,,AA,4918160,Connor Phillips,17.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Amos Willingham,Amos Willingham,ATL,26128,48.21,2.36,-290.18800000000005,True,4420170,FA,,,,,,4420170,Amos Willingham,47.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Blas Castano,Blas Castano,SEA,sa3006617,48.19,2.87,-290.208,True,nan,FA,,,,,,,,,,,,,,,,,,,Util,,0.0
Luis Curvelo,Luis Curvelo,TEX,sa3008169,47.9,2.44,-290.49800000000005,True,5015039,FA,,,,,,5015039,Luis Curvelo,88.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Sem Robberse,Sem Robberse,STL,sa3011735,47.84,2.69,-290.558,True,4722889,FA,,,,,,4722889,Sem Robberse,71.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Will Klein,Will Klein,SEA,27787,47.47,2.16,-290.928,True,4313163,FA,,,,,,4313163,Will Klein,44.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
