Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mike Brosseau","SDP",7.37655,27.8388,25.5434,5.64793,4.35144,0.684249,0.0222603,0.589989,2.36274,3.20263,1.98338,0.000565606,7.51672,0.215471,0.0739699,0.0226069,0.455867,0.0451032,0.0293898,0.221112,0.0712453,0.270009,0.263863,0.282094,0.318935,0.268241,0.601029,0.0978234,1.89368,0.28885,-0.0166811,-0.0545756,2.31686,-0.939668,71.2067,-0.0712567,1.24772,-1.0091009065508842,1.3615556135773659,0.132195,999,1.7636,-0.279772,1.94413,1.7636,0.279772,2.40782,25.9,3.7,25.9,3.7,,,,,,,,,,,,,,,,,,,"Mike Brosseau","19683",670712
"Cavan Biggio","KCR",30.6068,108.235,93.499,19.7981,13.4232,4.35687,0.169131,1.84892,12.4794,10.0131,12.7914,0.0863914,30.5518,1.27733,0.306743,0.360903,1.12211,1.03593,0.277552,0.211747,0.118181,0.282271,0.418678,0.313946,0.321287,0.287922,0.635233,0.10954,3.89664,0.292308,0.0229565,-0.12152,10.7223,-1.93887,84.7454,-0.0985633,-0.76883,-2.030347168445587,-0.29650330543518066,0.13213,999,4.50691,0.265893,1.56066,4.50691,-0.265893,2.91912,93.3,3.009677419,93.3,3.009677419,,,,,,,,,,,,,,,,,,,"Cavan Biggio","19252",624415
"Andrés Chaparro","WSN",24.8884,98.6032,90.3012,21.3531,13.8564,4.25475,0.0800362,3.16188,10.458,11.9948,7.39217,0.257282,21.7502,0.592316,0.278809,0.0387404,1.602,0.366689,0.136238,0.236465,0.0749689,0.220583,0.339867,0.297648,0.390399,0.300141,0.688047,0.153934,2.55687,0.277018,-0.0656467,-0.152186,10.7378,-0.796655,92.0457,-0.217833,1.6475,-1.1557323783636093,-0.849017858505249,0.132075,750.9600219726562,5.79723,1.26336,1.64586,5.79723,-1.26336,2.80552,91.4,3.656,91.4,3.656,,,,,,,,,,,,,,,,,,,"Andres Chaparro","21797",665953
"Jason Delay","PIT",27.8701,94.2307,85.0909,19.2296,14.0276,4.21749,0.0970892,0.887413,8.46947,7.85654,6.08987,0.0429921,18.619,1.09105,0.257011,1.70182,1.46542,0.625266,0.189108,0.225989,0.0646273,0.197589,0.327079,0.28543,0.309123,0.265824,0.594553,0.0831335,3.14775,0.278581,-0.0598504,-0.118584,7.65895,-3.36398,65.9978,-0.178434,-0.0168118,-4.009863436222076,2.1336606331169605,0.130313,999,1.3254,1.20319,1.71612,1.3254,-1.20319,2.71184,65.3,2.332142857,65.3,2.332142857,,,,,,,,,,,,,,,,,,,"Jason Delay","19806",641511
"Kevin Pillar","TEX",47.4761,169.578,156.359,36.2773,23.2284,7.63277,0.42137,4.99474,19.6296,19.8202,8.35644,0.0216773,38.2907,3.27032,1.35913,0.233244,2.98765,4.5038,1.17494,0.232013,0.0492778,0.2258,0.218237,0.282879,0.382051,0.289753,0.66493,0.150038,5.19145,0.273371,-0.208724,0.14998,17.049,-2.78788,87.6263,-0.0587446,-0.467136,-2.4596580676734447,-1.9324482679367065,0.13022,750.0999755859375,3.50237,-0.0611803,1.37518,3.50237,0.0611803,3.16643,155.5,3.308510638,155.5,3.308510638,,,,,,,,,,,,,,,,,,,"Kevin Pillar","12434",607680
"Chadwick Tromp","ATL",19.0074,66.8384,61.6932,13.6477,9.29847,3.0369,0.0231141,1.28923,6.58028,7.10417,4.64932,0.00300541,16.8322,0.180745,0.27201,0.0431684,1.20473,0.0521038,0.0247219,0.221219,0.0695606,0.251834,0.276217,0.276633,0.333886,0.269783,0.61052,0.112667,1.83921,0.281875,-0.0111686,-0.111076,5.64552,-2.17311,70.0564,-0.122245,0.0670093,-2.5155167505145073,1.5336288213729858,0.128467,750.5499877929688,1.35467,-0.473528,1.76499,1.35467,0.473528,2.64669,49.5,2.605263157,49.5,2.605263157,,,,,,,,,,,,,,,,,,,"Chadwick Tromp","16953",644433
"Austin Hedges","CLE",59.4389,190.48,171.367,30.9542,22.7445,5.07539,0.0647984,3.06953,15.5244,15.785,10.8074,0.148651,55.4088,2.87048,2.00775,3.42734,3.2984,1.84589,0.489338,0.180631,0.0567379,0.29089,0.195049,0.238607,0.26474,0.225933,0.503347,0.0841093,3.39906,0.242694,-0.146926,-0.115294,9.36624,-12.9158,43.9599,-0.26222,2.76393,-12.47612726688385,7.3502678871154785,0.126401,999,1.22671,0.00414793,1.18283,1.22671,-0.00414793,3.4229,91.1,1.544067796,91.1,1.544067796,,,,,,,,,,,,,,,,,,,"Austin Hedges","12976",595978
"Travis Bazzana","CLE",37.7343,148.105,132.972,27.2564,18.4903,5.24193,0.267973,3.25622,15.587,13.9462,12.189,0.237509,42.1673,1.97902,0.761459,0.203352,1.98029,2.39528,0.632834,0.204978,0.0822993,0.284712,0.289062,0.28008,0.321893,0.268448,0.601974,0.116915,4.42329,0.271771,-0.00392824,-0.0331237,12.3506,-4.97449,73.8659,-0.0370519,0.141992,-4.465826265513897,0.7243105173110962,0.123484,999,2.42463,-0.24844,1.38883,2.42463,0.24844,3.14822,103.9,2.734210526,103.9,2.734210526,,,,,,,,,,,,,,,,,,,"Travis Bazzana","sa3025129",683953
"Taylor Trammell","HOU",58.5522,156.967,138.113,28.2663,17.4066,5.97489,0.205953,4.67888,18.0934,16.6587,15.9934,0.175369,50.8632,1.72185,0.90603,0.232159,1.91032,3.73658,1.21207,0.204661,0.10189,0.324038,0.31444,0.293372,0.352535,0.286798,0.645908,0.147874,4.70234,0.282562,0.00604878,-0.019392,15.4078,-2.95387,87.0755,-0.0133432,0.833952,-2.3346282187849283,-1.7046865820884705,0.123237,999,3.32491,-0.580654,1.32738,3.32491,0.580654,3.23016,142,2.406779661,142,2.406779661,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Michael Siani","STL",68.8908,234.331,209.323,44.5729,33.8876,6.98888,1.38245,2.31402,25.5147,15.8922,18.9278,0.270475,60.1571,1.63074,1.22365,3.226,3.15616,11.6909,2.41425,0.212939,0.0807737,0.256718,0.31464,0.281826,0.2927,0.258275,0.574526,0.0797611,6.6598,0.285387,-0.327481,0.93282,17.6223,-9.78934,64.3506,0.605339,1.98749,-9.168646812438965,2.544366478919983,0.122201,604.1599731445312,1.97752,0.796479,1.42965,1.97752,-0.796479,3.09381,168,2.434782608,168,2.434782608,,,,,,,,,,,,,,,,,,,"Michael Siani","22557",672279
"Nick Senzel","CHW",27.7278,105.524,94.9355,21.3711,14.4531,4.09274,0.131043,2.69418,11.9288,9.87941,9.16521,0.100079,23.3119,0.910103,0.295194,0.218464,1.87296,1.54692,0.810302,0.225112,0.0868539,0.220915,0.393156,0.298619,0.35612,0.290007,0.65474,0.131009,3.71693,0.269802,0.109397,-0.211593,10.6308,-1.71323,86.1797,-0.102196,-0.467628,-1.8085145130753517,-0.553207240998745,0.1192,750.239990234375,3.43819,0.10047,1.62685,3.43819,-0.10047,2.83086,93.4,3.335714285,93.4,3.335714285,,,,,,,,,,,,,,,,,,,"Nick Senzel","19293",669222
"Payton Eeles","MIN",9.12091,32.1321,28.526,6.89722,4.81724,1.32815,0.166026,0.585806,3.87278,2.83924,2.65418,0.113573,6.15313,0.654312,0.213905,0.083663,0.628908,1.28438,0.278225,0.241787,0.0826021,0.191495,0.431354,0.318446,0.361594,0.300618,0.68004,0.119807,6.02885,0.286869,0.0227858,0.0809571,3.51148,-0.247275,95.9272,0.103743,0,-0.045996472239494324,0.1180633082985878,0.118068,999,1.11853,-2.23405,1.96191,1.11853,2.23405,2.38412,36.4,4.044444444,36.4,4.044444444,,,,,,,,,,,,,,,,,,,"Payton Eeles","sa3023622",823356
"Rowdy Tellez","SEA",28.8721,109.734,99.2612,22.4961,13.6499,4.41264,0.054957,4.3786,10.9779,14.522,9.45504,0.528402,24.3421,0.446108,0.53499,0.0365964,2.16724,0.151587,0.0661608,0.226636,0.0861634,0.221829,0.388423,0.295333,0.404533,0.303249,0.699867,0.177898,1.55495,0.254905,-0.143726,-0.178183,12.2244,-0.612031,103.482,-0.321909,-0.109974,0.11527925729751587,-2.6347969695925713,0.117584,733.8400268554688,6.44546,0.176239,1.56042,6.44546,-0.176239,2.91944,100.4,3.462068965,100.4,3.462068965,,,,,,,,,,,,,,,,,,,"Rowdy Tellez","15679",642133
"Wade Meckler","SFG",9.72235,36.1736,32.916,8.70122,6.29784,1.92111,0.0860178,0.396255,4.39774,3.14461,2.93425,0.0253984,7.23478,0.18484,0.0933067,0.0452346,0.611497,0.315213,0.0988652,0.264346,0.0811156,0.200002,0.405575,0.327175,0.364052,0.306053,0.691227,0.0997057,3.82317,0.327247,0.033796,-0.0511203,4.11139,-0.120128,97.2177,-0.0173243,-0.0988513,-0.13508242554962635,0.051184870302677155,0.11581,999,3.96354,2.51827,1.95589,3.96354,-2.51827,2.39215,32.2,3.22,32.2,3.22,,,,,,,,,,,,,,,,,,,"Wade Meckler","31490",685133
"DaShawn Keirsey Jr.","MIN",22.027,76.0333,69.6446,16.1259,11.3374,2.97738,0.44436,1.36675,7.83411,6.98679,4.85248,0.0659078,19.0304,1.2971,0.189028,0.0501656,0.868325,2.70787,0.501079,0.231545,0.0638204,0.250291,0.254985,0.293163,0.345931,0.282831,0.639094,0.114386,6.04566,0.298548,-0.0615154,0.20114,7.22066,-1.67357,83.416,0.139624,0.514426,-1.3031496852636337,-0.11685830354690552,0.115114,999,2.63741,0.414597,1.81176,2.63741,-0.414597,2.58432,58.6,2.663636363,58.6,2.663636363,,,,,,,,,,,,,,,,,,,"DaShawn Keirsey Jr.","24496",680577
"Nelson Velázquez","KCR",41.4056,159.44,143.521,32.0404,18.2314,6.63147,0.822062,6.3555,19.0018,19.8248,13.2159,0.36042,44.0896,1.40408,1.23192,0.0668049,2.45076,2.22217,0.854456,0.223245,0.0828893,0.276528,0.29975,0.292774,0.413754,0.305618,0.706528,0.190509,4.83195,0.272351,0.108669,-0.158059,18.0657,-0.585278,96.9185,-0.0493901,-0.690132,-0.6242240108549595,-3.601019859313965,0.112265,739.3499755859375,3.00901,1.28675,1.31098,3.00901,-1.28675,3.25202,160.6,3.91707317,160.6,3.91707317,,,,,,,,,,,,,,,,,,,"Nelson Velazquez","23359",676369
"Cooper Bowman","CIN",9.77009,37.8487,34.4375,7.48102,5.17038,1.70847,0.0431388,0.559034,4.39204,3.54089,2.99796,0.0135897,9.85686,0.195464,0.108077,0.109743,0.525698,1.77407,0.209544,0.217235,0.0792091,0.260428,0.30415,0.282849,0.318051,0.268089,0.6009,0.100816,5.84769,0.286866,-0.0809129,0.204044,3.14527,-1.2822,63.6341,0.123131,1.18506,-1.5227831155061722,1.3358365148305893,0.110864,750.7100219726562,2.48186,-0.266146,1.9182,2.48186,0.266146,2.4424,33.2,3.32,33.2,3.32,,,,,,,,,,,,,,,,,,,"Cooper Bowman","sa3016966",688682
"Jeferson Quero","MIL",7.91248,29.1098,26.8703,6.25346,4.18444,1.17843,0.0416567,0.848931,3.08548,3.27181,2.0181,0.0243348,6.49021,0.104733,0.0889745,0.0277149,0.419104,0.139503,0.056418,0.232728,0.0693274,0.222956,0.310946,0.288023,0.374466,0.289883,0.662489,0.141738,2.80433,0.275459,0.02442,-0.0445366,2.92969,-0.475517,84.4057,-0.0201166,0.0442072,-0.5629484131932259,0.6547381244599819,0.109596,738.97998046875,1.38903,-0.277284,1.94117,1.38903,0.277284,2.41177,24.9,3.1125,24.9,3.1125,,,,,,,,,,,,,,,,,,,"Jeferson Quero","sa3015407",691620
"Garrett Hampson","ARI",76.9138,185.337,168.252,39.787,29.3427,7.80207,1.31064,1.33161,18.6235,14.5288,12.6694,0.11681,47.9141,1.17507,1.39031,1.85009,2.738,6.03393,1.20448,0.236473,0.0683585,0.258524,0.264418,0.29229,0.322166,0.272502,0.614457,0.0856938,6.17356,0.319406,0.148198,0.379033,16.0601,-5.62028,71.4445,0.527231,0,-5.801457345485687,0.6809853315353394,0.10859,749.4099731445312,3.86383,1.07297,1.53789,3.86383,-1.07297,2.94948,144.9,1.881818181,144.9,1.881818181,,,,,,,,,,,,,,,,,,,"Garrett Hampson","19262",641658
"Bryan Ramos","CHW",32.9356,125.394,114.232,25.9789,17.1721,4.99052,0.127169,3.68914,12.7785,13.3414,8.35256,0.0340279,28.4021,1.7486,0.997268,0.0642793,2.08464,1.01521,0.647819,0.227423,0.0666104,0.226503,0.294082,0.28788,0.370223,0.288569,0.658103,0.1428,3.01722,0.268107,0.128182,-0.274311,12.4874,-2.18103,85.1899,-0.146129,0.539131,-2.318950042128563,-0.8660737872123718,0.102544,644.3699951171875,4.59721,1.22109,1.5413,4.59721,-1.22109,2.94493,112.8,3.418181818,112.8,3.418181818,,,,,,,,,,,,,,,,,,,"Bryan Ramos","25621",682868
"Reese McGuire","CHC",9.11831,32.9227,30.1727,6.53362,4.70784,1.50917,0.0376449,0.278958,2.67285,2.67068,2.18761,0.0273263,8.53789,0.154222,0.163404,0.244809,0.592823,0.218551,0.075524,0.216541,0.0664468,0.259331,0.256224,0.271604,0.29679,0.253457,0.568394,0.0802492,2.95978,0.290654,-0.0159021,-0.0423008,2.34821,-1.50303,61.0364,-0.0582029,0.720261,-1.5590763203799725,1.4238339066505432,0.0993207,999,1.76714,0.421865,1.93807,1.76714,-0.421865,2.41591,21,2.333333333,21,2.333333333,,,,,,,,,,,,,,,,,,,"Reese McGuire","15674",624512
"Isaac Collins","MIL",17.7897,51.1969,45.3365,9.91148,7.42381,1.5712,0.103002,0.813467,6.06596,5.2804,5.35421,0.135585,13.7235,0.258691,0.133111,0.114391,0.591039,1.49374,0.308722,0.21862,0.104581,0.268053,0.390149,0.303908,0.311649,0.277354,0.615557,0.093029,5.13347,0.294124,-0.0493549,0.0718921,4.6363,-1.35261,75.9726,0.0225372,0.430491,-1.4484621584415436,0.7050244212150574,0.0992984,999,3.22623,0.507842,1.84356,3.22623,-0.507842,2.54193,43.1,2.394444444,43.1,2.394444444,,,,,,,,,,,,,,,,,,,"Isaac Collins","25477",686555
"Petey Halpin","CLE",6.49714,25.6344,23.5923,5.21207,3.44844,1.05087,0.046728,0.666025,2.73403,2.55709,1.86849,0.0171956,6.84301,0.0714022,0.0707065,0.0315131,0.351378,0.174686,0.10084,0.220923,0.0728901,0.266946,0.273051,0.279342,0.354119,0.278491,0.633461,0.133196,3.33838,0.28142,0.0328272,-0.0482949,2.34487,-0.653787,80.9304,-0.0154676,0.580546,-0.5748003339394927,0.68081034719944,0.099203,999,1.54142,-0.0349698,1.9508,1.54142,0.0349698,2.39893,22.3,3.716666666,22.3,3.716666666,,,,,,,,,,,,,,,,,,,"Petey Halpin","sa3014461",690984
"Blake Sabol","BOS",17.771,60.4882,54.5131,12.5399,8.62437,2.31968,0.0928634,1.50297,6.5207,6.68509,4.98827,0.2243,17.8628,0.724975,0.147078,0.114753,0.728288,0.713249,0.178205,0.230035,0.082467,0.29531,0.279255,0.302337,0.358707,0.291732,0.661044,0.128672,3.92561,0.31271,0.0121336,-0.0409126,6.17768,-0.898107,83.2051,-0.028779,-1.24459,-1.1911756470799446,0.1266312599182129,0.0983059,750.97998046875,2.27515,0.388752,1.81075,2.27515,-0.388752,2.58567,62.3,3.461111111,62.3,3.461111111,,,,,,,,,,,,,,,,,,,"Blake Sabol","25805",666165
"Tim Tawa","ARI",11.9114,48.6371,45.0468,10.1246,6.77506,1.96243,0.0636208,1.3235,5.26599,5.2617,3.23401,0.00700861,12.2733,0.174378,0.14139,0.0405271,0.774613,0.596525,0.149009,0.224758,0.0664927,0.252344,0.2635,0.278477,0.359288,0.279867,0.637765,0.13453,3.84487,0.278592,-0.027991,-0.0213612,4.50289,-1.18658,76.4017,-0.0493522,0.510109,-1.421839576214552,0.6939264237880707,0.0920979,999,1.88585,-0.210837,1.85235,1.88585,0.210837,2.5302,37.1,3.091666666,37.1,3.091666666,,,,,,,,,,,,,,,,,,,"Tim Tawa","sa3016970",694374
"Austin Wynns","CIN",9.32497,29.0965,26.7778,6.08397,4.76033,0.889966,0.0112194,0.422456,3.0711,3.18168,1.9217,0.00714089,7.46575,0.193367,0.0837483,0.119915,0.505924,0.0749402,0.0383414,0.227202,0.0660457,0.256586,0.257402,0.282954,0.308605,0.264278,0.591559,0.0814023,2.45731,0.298394,-0.0209557,-0.0547476,2.32872,-1.07493,61.0695,-0.0757033,0.565444,-1.4302423670887947,1.2849628329277039,0.085066,999,1.72196,-0.197878,1.93586,1.72196,0.197878,2.41886,15.5,1.722222222,15.5,1.722222222,,,,,,,,,,,,,,,,,,,"Austin Wynns","15271",642851
"Garrett Stubbs","PHI",25.1984,88.4935,79.0782,16.2658,11.8665,3.28816,0.198803,0.912339,9.37874,7.20006,7.93795,0.0457193,22.9025,0.976481,0.238591,0.26222,0.981695,1.22426,0.320732,0.205692,0.089701,0.258804,0.346597,0.285389,0.286913,0.259858,0.572302,0.0812207,4.37772,0.276629,0.0856765,-0.0486974,6.76765,-3.58414,63.979,0.0369791,-0.316815,-3.774804249405861,1.6275034844875336,0.082583,750.0399780273438,2.61775,-0.256436,1.66906,2.61775,0.256436,2.77458,57.6,2.304,57.6,2.304,,,,,,,,,,,,,,,,,,,"Garrett Stubbs","18067",596117
"Vidal Bruján","CHC",37.6133,131.19,118.199,26.132,18.3435,5.37855,0.896423,1.51355,14.902,10.5159,10.5778,0.613719,26.6396,1.33403,0.706915,0.372189,1.98075,4.1411,1.96349,0.221084,0.0806292,0.20306,0.397071,0.290814,0.320171,0.270924,0.610986,0.0990872,5.78472,0.271268,0.239123,-0.200948,11.2014,-4.14498,73.0518,0.0381754,0.0128929,-4.098212465643883,0.5207887571305037,0.0819625,703.9400024414062,3.07515,1.88663,1.58251,3.07515,-1.88663,2.88999,104.6,2.752631578,104.6,2.752631578,,,,,,,,,,,,,,,,,,,"Vidal Brujan","20536",660644
"Ben Rice","NYY",21.5389,81.8868,71.596,15.663,8.90699,3.20377,0.0709707,3.48131,9.97785,10.3316,8.49973,0.0451514,20.6899,1.28528,0.458167,0.0476168,1.1281,0.840138,0.208008,0.21877,0.103799,0.252665,0.410816,0.310952,0.411373,0.316312,0.722325,0.192603,3.58314,0.254406,-0.0290092,-0.0633859,9.98319,0.404233,104.275,-0.0923951,-1.00158,0.31720247119665146,-2.252004384994507,0.0819533,534.4299926757812,2.71027,0.486039,1.65366,2.71027,-0.486039,2.79512,83.4,3.79090909,83.4,3.79090909,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Trey Lipscomb","WSN",16.7214,62.0031,58.0825,13.3326,9.97832,2.58492,0.0590737,0.710242,5.82035,5.1657,3.3948,0.015051,12.5475,0.209148,0.179327,0.137336,1.31121,2.16355,0.422075,0.229545,0.0547521,0.202369,0.270555,0.273762,0.312768,0.259819,0.58653,0.0832228,4.92703,0.28047,-0.159744,0.154688,4.73984,-2.51317,64.9062,-0.00505614,1.06538,-2.607044213451445,1.3234313428401947,0.0806758,747.9000244140625,2.20897,0.514385,1.87035,2.20897,-0.514385,2.5062,45.7,2.688235294,45.7,2.688235294,,,,,,,,,,,,,,,,,,,"Trey Lipscomb","31567",702358
"Jose Herrera","ARI",27.3678,92.0742,81.9265,17.7375,13.4827,3.29883,0.137613,0.81835,9.06222,7.31125,7.86882,0.114186,21.1421,0.291992,0.348367,1.63853,1.63168,0.186857,0.113609,0.216505,0.0854617,0.22962,0.372188,0.286373,0.290097,0.25992,0.576469,0.0735917,2.4814,0.280516,-0.0592171,-0.178559,7.04613,-3.72453,62.9759,-0.237776,-0.0831235,-4.314241141080856,2.0285873040556908,0.0806092,750.9199829101562,1.69012,0.844014,1.67906,1.69012,-0.844014,2.76125,60.9,2.255555555,60.9,2.255555555,,,,,,,,,,,,,,,,,,,"Jose Herrera","17040",645444
"Cal Stevenson","PHI",19.0409,59.1462,51.3379,11.5746,8.02722,2.38458,0.11041,1.05242,7.13549,5.2094,7.11904,0.139714,12.8345,0.13676,0.163155,0.38939,1.02302,2.13162,0.472432,0.22546,0.120363,0.216996,0.554679,0.320481,0.337709,0.295302,0.65819,0.11225,5.19539,0.279741,-0.0585335,0.115468,6.21061,-0.708204,87.8357,0.0569347,0.0940366,-0.8034185618162155,-0.39569956809282303,0.0795766,999,4.11477,3.50865,1.84248,4.11477,-3.50865,2.54336,56.2,2.957894736,56.2,2.957894736,,,,,,,,,,,,,,,,,,,"Cal Stevenson","22411",670276
"Adam Frazier","PIT",71.143,263.578,238.002,56.1203,40.0222,11.5525,1.1827,3.36284,28.2725,23.2624,18.8315,0.261627,43.8883,3.50099,1.23751,2.00571,3.37027,4.52827,1.41652,0.235798,0.0714456,0.16651,0.429077,0.299928,0.336664,0.282696,0.636592,0.100867,4.9255,0.274795,0.072513,-0.158109,25.0024,-5.83036,77.3535,-0.085596,-0.144578,-7.22348877042532,-0.7903938144445419,0.0788541,744.6500244140625,2.84258,0.242469,1.14617,2.84258,-0.242469,3.47177,220,3.098591549,220,3.098591549,,,,,,,,,,,,,,,,,,,"Adam Frazier","15223",624428
"Manuel Margot","MIL",24.3411,91.8729,85.034,21.8483,16.4702,4.00941,0.196607,1.17202,10.1677,9.36015,5.85505,0.0177188,15.1598,0.495984,0.359133,0.128765,1.8587,2.20072,0.429028,0.256936,0.0637299,0.165008,0.386222,0.307369,0.35006,0.290497,0.657429,0.0931238,4.81302,0.29939,-0.10406,0.0864092,9.29172,-1.45539,84.8188,-0.0176509,-0.434105,-1.6854950413107872,-0.621921718120575,0.0776692,744.9600219726562,7.67836,0.287929,1.7912,7.67836,-0.287929,2.61173,81,3.375,81,3.375,,,,,,,,,,,,,,,,,,,"Manuel Margot","14712",622534
"Joey Gallo","CHW",46.8128,175.988,150.117,26.413,13.6715,4.37713,0.185397,8.179,19.7926,20.9673,23.3023,0.28017,67.4819,1.66301,0.834114,0.0721685,1.28357,1.18894,0.271969,0.17595,0.132408,0.383446,0.345312,0.292062,0.371031,0.294169,0.663093,0.195081,3.27611,0.242184,-0.02118,-0.175087,18.319,-2.26775,89.0426,-0.196267,-0.0548015,-2.452487960457802,-2.6598902381956577,0.0775866,743.8800048828125,3.43197,0.150196,1.07873,3.43197,-0.150196,3.56169,159.3,3.389361702,159.3,3.389361702,,,,,,,,,,,,,,,,,,,"Joey Gallo","14128",608336
"Brady House","WSN",18.8804,76.3684,71.5343,16.3312,11.0651,3.1673,0.0718881,2.02695,7.62678,8.19607,3.54288,0.0204494,21.449,1.03133,0.19073,0.069173,1.24661,0.874057,0.144408,0.228299,0.0463919,0.280863,0.165177,0.273993,0.359592,0.277513,0.633584,0.131293,3.81774,0.296467,-0.0726995,-0.00694528,6.92555,-2.00787,76.8153,-0.0796448,0.0855248,-2.1969123855233192,0.3768894001841545,0.0746823,999,3.38234,0.30554,1.75217,3.38234,-0.30554,2.66377,62,3.263157894,62,3.263157894,,,,,,,,,,,,,,,,,,,"Brady House","sa3017694",691781
"Max Stassi","SFG",13.1741,36.1083,32.1053,6.48031,4.35757,1.16475,0.0649969,0.892997,3.54333,3.31892,3.24313,0.00115994,10.5293,0.465932,0.216694,0.0771899,0.792949,0.0751276,0.0238477,0.201845,0.0898169,0.291604,0.308009,0.282794,0.325617,0.272178,0.608411,0.123772,2.61562,0.267339,-0.00580752,-0.0582891,3.1195,-1.10438,73.915,-0.0640966,0,-1.1661109328269958,0.6633650660514832,0.0723274,999,3.21576,3.69326,1.88994,3.21576,-3.69326,2.48008,22.9,1.761538461,22.9,1.761538461,,,,,,,,,,,,,,,,,,,"Max Stassi","10059",545358
"Max Muncy","ATH",17.3339,69.1686,63.2482,13.7808,9.26689,2.98446,0.0704008,1.45907,6.77446,6.47204,4.46196,0.0287335,20.7825,1.07679,0.180284,0.201372,0.94505,1.09692,0.216818,0.217885,0.0645085,0.300461,0.214698,0.280127,0.336505,0.273397,0.616632,0.11862,4.11077,0.299167,-0.0569037,0.0149458,6.04353,-2.04768,74.7535,-0.0419579,0.00780356,-2.0851051844656467,0.47592514334246516,0.071819,999,2.37691,-0.226963,1.78083,2.37691,0.226963,2.62556,50.4,2.964705882,50.4,2.964705882,,,,,,,,,,,,,,,,,,,"Max Muncy","sa3017290",691777
"Shay Whitcomb","HOU",18.5781,63.7285,58.4022,12.8575,8.29856,2.40741,0.049516,2.10199,7.29977,7.31415,4.26317,0.142945,17.0645,0.874796,0.151156,0.0371628,0.930333,1.378,0.417401,0.220154,0.0668959,0.267769,0.249827,0.282541,0.371045,0.28629,0.653587,0.150891,4.47955,0.273073,0.0127805,0.00163171,6.22951,-1.22533,86.7181,0.0144122,-0.488434,-0.9540860997512937,-0.4884338769819756,0.0704254,647.469970703125,2.05648,0.388056,1.77573,2.05648,-0.388056,2.63237,56.3,2.963157894,56.3,2.963157894,,,,,,,,,,,,,,,,,,,"Shay Whitcomb","27789",694376
"Luis Guillorme","HOU",26.6444,88.3784,78.1732,18.0513,14.0991,3.5482,0.146574,0.257468,8.43341,5.98376,9.15127,0.276678,16.3994,0.221853,0.375527,0.45662,2.36993,1.35455,0.300419,0.230915,0.103546,0.185558,0.558026,0.311919,0.289934,0.272903,0.601853,0.0590196,4.0683,0.287499,-0.110963,-0.0338301,7.68681,-2.65153,77.3014,-0.144793,-0.394025,-2.440157398581505,0.15421465039253235,0.0681839,999,2.25103,-0.288712,1.78062,2.25103,0.288712,2.62584,63.3,2.344444444,63.3,2.344444444,,,,,,,,,,,,,,,,,,,"Luis Guillorme","16451",641645
"Carlos Pérez","CHC",11.5216,31.5753,28.2514,6.02966,4.51023,0.514484,0,1.00494,3.07759,3.5269,2.0334,0,6.55945,0.61541,0.506906,0.168163,0.671016,0.00764681,0,0.213429,0.0643984,0.20774,0.309995,0.276322,0.338354,0.271478,0.614675,0.124925,1.53339,0.237083,0.0549728,-0.0549728,2.71008,-0.983535,73.4332,-1.40588e-9,0,-0.9814668311826426,0.5800866484642029,0.067198,999,0,0,1.9142,0,0,2.44773,26.9,2.241666666,26.9,2.241666666,,,,,,,,,,,,,,,,,,,"Carlos Perez","10642",542208
"Zach Dezenzo","HOU",18.9663,72.1958,66.5786,15.6431,9.99262,3.19829,0.06636,2.38586,8.4955,8.42099,5.11781,0.012415,21.7343,0.2831,0.167632,0.0486461,1.42746,0.758095,0.23393,0.234957,0.0708879,0.301046,0.235472,0.291682,0.392495,0.298614,0.684177,0.157537,3.66859,0.311013,0.00888877,-0.0645184,7.77332,-0.672001,95.3872,-0.0556296,-1.62558,-0.43667755648493767,-1.3328902423381805,0.0658,502.7799987792969,5.22616,1.4504,1.75131,5.22616,-1.4504,2.66492,67,3.526315789,67,3.526315789,,,,,,,,,,,,,,,,,,,"Zach Dezenzo","31562",701305
"Jonatan Clase","TOR",11.7207,41.0435,37.5071,8.25947,5.70763,1.69002,0.0983516,0.76347,4.87768,3.87389,3.21914,0.0162785,12.0307,0.17929,0.106778,0.0311962,0.410181,2.50904,0.647778,0.220211,0.0784325,0.293121,0.267577,0.284254,0.33158,0.273441,0.615833,0.111369,6.38142,0.302018,-0.00969503,0.167713,3.58759,-1.2136,77.483,0.158018,0.40522,-0.8994354158639908,0.15199455618858337,0.0641113,660.7999877929688,2.09174,0.660333,1.9192,2.09174,-0.660333,2.44107,33.9,2.825,33.9,2.825,,,,,,,,,,,,,,,,,,,"Jonatan Clase","26599",682729
